"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits","corrToExprs","corrToExprsTstat","corrToExprsPvalue","corrToExprsPvalueBonf"
"chr1",2983926,2984869,-0.249801761776499,2.74781937954149,1019,3046,3056,11,19,0,0,0,0,"LINC00982","NM_001004337","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,2,"overlaps 5' UTR","-",3653,3507,"440556",29181,0.384774666916816,6.55161377743132,3.26369598607248e-10,2.11715958616522e-06
"chr2",241458886,241460002,-0.342911085879463,2.74328868703571,114814,77612,77619,8,8,0,0,0,0,"ANKMY1","NM_001282771","covers exon(s)","inside",40273,"covers exon(s)",0,7,15,"inside transcription region","-",81436,77726,"51281",32177,0.538350426604992,10.0399067870365,4.00154410001111e-20,2.59580165767721e-16
"chr4",1166528,1167239,-0.249168783364262,2.74085661700688,135990,104123,104133,11,18,0,0,0,0,"SPON2","NM_001128325","inside intron","inside",35511,"inside intron",-55,3,8,"5' UTR","-",42029,4599,"10417",2193,0.336336006853233,5.6129332462833,5.31171633035451e-08,0.000344571038350097
"chr15",93616894,93617168,-0.227176758730254,2.72612110476305,68585,354008,354019,12,22,0,0,0,0,"RGMA","NM_001166283","inside intron","inside",15275,"inside intron",-633,2,4,"inside transcription region","-",45807,43933,"56963",39226,-0.320416063908625,-5.31601020359824,2.36498963116609e-07,0.00153416877373745
"chr4",4866047,4867481,-0.209357090318079,2.72164217413503,136829,106536,106548,13,24,0,0,0,0,"MSX1","NM_002448","downstream","downstream",4655,NA,NA,NA,2,NA,"+",4268,3243,"4487",29459,-0.0629149518122339,-0.990748862950333,0.322773876885242,1
"chr17",75315081,75317185,0.169112723747836,2.70580357996538,86550,398538,398553,16,16,0,0,0,0,"SEPT9","NM_001113491","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,11,"overlaps 5' UTR","+",181081,178331,"10801",3366,0.203790042490031,3.27146486850671,0.00122188493026769,1
"chr2",71133502,71134936,-0.298909322676788,2.69018390409109,104581,55926,55934,9,9,0,0,0,0,"VAX2","NM_012476","inside intron","inside",5782,"inside intron",-5503,1,3,"inside transcription region","+",32855,32582,"25806",18238,0.343898751362023,5.75586193794948,2.53506969293972e-08,0.000164449970981
"chr6",32945234,32946541,0.191898448923155,2.68657828492418,158664,161747,161760,14,15,0,0,0,0,"BRD2","NM_001113182","covers exon(s)","inside",4373,"covers exon(s)",0,7,12,"inside transcription region","+",8421,6144,"6046",42089,0.637468011221276,13.0031117195851,7.98944107652755e-30,5.18275042634342e-26
"chr10",125033770,125034450,-0.383330947830279,2.68331663481195,28103,258507,258513,7,10,0,0,0,0,"BUB3","NM_001007793","downstream","downstream",120010,NA,NA,NA,8,NA,"+",11126,10138,"9184",58515,-0.576198024791425,-11.0798368149108,1.92724590857882e-23,1.25020442089508e-19
"chr11",76858648,76859387,-0.382747572513807,2.67923300759665,37106,282532,282538,7,7,0,0,0,0,"MYO7A","NM_000260","covers exon(s)","inside",19338,"covers exon(s)",0,4,49,"inside transcription region","+",86976,84060,"4647",29781,0.622384276172476,12.4969833023595,4.0317228640967e-28,2.61537862193953e-24
"chr22",38071168,38071677,0.267734724211742,2.67734724211742,122484,452506,452515,10,11,0,0,0,0,"LGALS1","NM_002305","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,4,"5' UTR","+",4196,4046,"3956",27327,-0.863431518108832,-26.8995128559242,1.70661194774544e-75,1.10707917050247e-71
"chr20",50418952,50419348,-0.334578202871336,2.67662562297069,117810,441226,441233,8,9,0,0,0,0,"SALL4","NM_020436","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,4,"5' UTR","-",18465,18143,"57167",39650,-0.557251705856923,-10.5473176889784,9.96462131221641e-22,6.46404984523479e-18
"chr14",24835006,24836539,-0.242491789500765,2.66740968450842,56815,327981,327991,11,12,0,0,0,0,"NFATC4","NM_001136022","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,11,"5' UTR","+",12344,10363,"4776",30235,-0.34440005849458,-5.76538055149121,2.4120779655227e-08,0.000156471497623457
"chr10",21797112,21799395,-0.19000329574144,2.66004614038016,21350,243758,243771,14,14,0,0,0,0,"SKIDA1","NM_207371","downstream","downstream",15216,NA,NA,NA,4,NA,"-",12202,2726,"387640",26587,-0.737652488588625,-17.1703975564938,4.46484803128092e-44,2.89634691789193e-40
"chr6",29626990,29627845,0.295090632346576,2.65581569111919,157812,153442,153450,9,11,0,0,0,0,"MOG","NM_001008228","inside intron","inside",2232,"inside intron",-1915,1,6,"inside transcription region","+",15391,13975,"4340",28909,-0.684884525688587,-14.7722243368426,7.48290074017296e-36,4.8541577101502e-32
"chr6",31021134,31021957,-0.331839196401464,2.65471357121171,158153,156577,156584,8,11,0,0,0,0,"MUC22","NM_001198815","downstream","downstream",47405,NA,NA,NA,5,NA,"+",29450,24231,"100507679",749,NA,NA,NA,NA
"chr1",221068171,221070193,-0.26265567932498,2.6265567932498,17283,40384,40393,10,12,0,0,0,0,"HLX","NM_021958","downstream","downstream",15428,NA,NA,NA,4,NA,"+",5657,4846,"3142",23840,-0.0508158408858878,-0.799666765267133,0.424669159793228,1
"chr5",172672684,172673715,-0.290007867830484,2.61007081047435,153865,143319,143327,9,11,0,0,0,0,"NKX2-5","NM_001166175","upstream","upstream",10369,NA,NA,NA,2,NA,"-",3208,2514,"1482",9143,-0.0387697755833349,-0.609773297537608,0.542570272174187,1
"chr1",221049980,221051188,-0.37208949137386,2.60462643961702,17274,40315,40321,7,8,0,0,0,0,"HLX","NM_021958","promoter","promoter",1555,NA,NA,NA,4,NA,"+",5657,4846,"3142",23840,-0.095466030688895,-1.50725052644297,0.133019200905353,1
"chr12",2800055,2801158,-0.20001632737621,2.60021225589073,41342,291465,291477,13,14,0,0,0,0,"CACNA1C","NM_000719","overlaps exon upstream","inside",13290,"overlaps exon upstream",0,7,7,"overlaps 3'UTR","+",20350,13376,"775",49065,0.551192224723189,10.3821802263293,3.33972282795897e-21,2.16647819849698e-17
"chr3",147125287,147126244,-0.173276271929538,2.59914407894308,132598,96727,96741,15,41,0,0,0,0,"ZIC4","NM_001168378","promoter","promoter",691,NA,NA,NA,5,NA,"-",20761,13938,"84107",53972,-0.109266771886941,-1.72760622637573,0.0853037728804722,1
"chr6",144386146,144386848,-0.185635484608116,2.59889678451362,164373,175604,175617,14,26,0,0,0,0,"PLAGL1","NM_001080951","promoter","promoter",411,NA,NA,NA,5,NA,"-",124298,1235,"5325",33721,-0.823000873057556,-22.7703534597691,1.05100881224839e-62,6.81789416505529e-59
"chr2",25391505,25391911,-0.236190295162488,2.59809324678737,101547,49551,49561,11,13,0,0,0,0,"POMC","NM_000939","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,3,"5' UTR","-",7837,3691,"5443",34322,0.245032285645285,3.97207363675105,9.34232145429348e-05,0.606036392740018
"chr17",40822424,40824361,-0.287184634259213,2.58466170833292,82877,389289,389297,9,9,0,0,0,0,"PLEKHH3","NM_024927","covers exon(s)","inside",4687,"covers exon(s)",0,7,11,"inside transcription region","-",9113,6843,"79990",51359,0.419825481397242,7.2697665181748,4.68621384501389e-12,3.03994692126051e-08
"chr15",83953819,83954395,-0.213981677190924,2.56778012629109,67751,352173,352184,12,19,0,0,0,0,"BNC1","NM_001301206","promoter","promoter",351,NA,NA,NA,5,NA,"-",28813,27186,"646",44121,-0.037186231146101,-0.584831994429736,0.559192375617943,1
"chr17",7832479,7833237,-0.285061194485417,2.56555075036875,79417,380907,380915,9,10,0,0,0,0,"KCNAB3","NM_004732","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,15,"5' UTR","-",7576,1709,"9196",58573,0.0996820948942649,1.57446899392192,0.116653871899918,1
"chr17",40838861,40840012,-0.366201332773802,2.56340932941661,82887,389341,389347,7,8,0,0,0,0,"CNTNAP1","NM_003632","covers exon(s)","inside",4229,"covers exon(s)",0,8,24,"inside transcription region","+",17379,16080,"8506",55627,0.831621045587777,23.5348931719011,3.85070888065367e-65,2.49795485088003e-61
"chr10",94450531,94452554,-0.213498978287006,2.56198773944407,25693,252636,252647,12,16,0,0,0,0,"HHEX","NM_002729","covers exon(s)","inside",850,"covers exon(s)",0,3,4,"inside transcription region","+",5727,4781,"3087",23321,0.0206390586758671,0.324437376148494,0.745880408162624,1
"chr17",62774590,62776530,-0.283640412296239,2.55276371066615,85242,395431,395439,9,9,0,0,0,0,"LOC146880","NR_026899","overlaps two exons","inside",1092,"overlaps two exons",0,3,3,"overlaps 3'UTR","-",3365,850,"146880",8953,-0.207348953391398,-3.33114011554828,0.000996732902747274,1
"chr2",121554307,121554926,-0.318589953361097,2.54871962688877,107576,62526,62533,8,8,0,0,0,0,"GLI2","NM_005270","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,13,"overlaps 5' UTR","+",195362,193354,"2736",20689,-0.705160977060515,-15.6300934001618,8.51553823027344e-39,5.52402964997838e-35
"chr3",46618325,46619364,-0.36158712004791,2.53110984033537,126942,84729,84735,7,7,0,0,0,0,"LRRC2","NM_024512","inside intron","inside",2208,"inside intron",2062,1,9,"5' UTR","-",64694,32577,"79442",50190,0.78484870574507,19.9049796200063,2.52057472487866e-53,1.63509682402879e-49
"chr2",43019614,43020682,-0.229776106687136,2.5275371735585,102796,52157,52167,11,12,0,0,0,0,"HAAO","NM_012205","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,5,"overlaps 5' UTR","-",22724,22047,"23498",16726,0.237200623002413,3.83741768007813,0.00015782488031139,1
"chr2",27665017,27665711,-0.229551952682662,2.52507147950928,101862,50405,50415,11,11,0,0,0,0,"NRBP1","NM_013392","overlaps 3'","overlaps 3'",6568,"overlaps exon downstream",0,11,11,"3'UTR","+",6675,5093,"29959",22909,0.320466045441423,5.31693434583338,2.3542391190278e-07,0.00152719491651333
"chr1",33231070,33231382,-0.314647845084308,2.51718276067446,5744,13992,13999,8,8,0,0,0,0,"KIAA1522","NM_001198972","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,5,"overlaps 5' UTR","+",9336,7117,"57648",40569,0.0818998574771723,1.2914959940822,0.197734132870393,1
"chr12",53297384,53299310,-0.167642503734248,2.51463755601372,44755,299246,299260,15,15,0,0,0,0,"KRT8","NM_001256282","covers exon(s)","inside",44340,"covers exon(s)",0,2,9,"overlaps 5' UTR","-",52679,7553,"3856",26496,0.61027630620294,12.1072742252743,8.0693489833867e-27,5.23458668552295e-23
"chr17",40119847,40120496,0.357830209437733,2.50481146606413,82739,388850,388856,7,7,0,0,0,0,"CNP","NM_033133","inside intron","inside",1088,"inside intron",-941,1,3,"5' UTR","+",10995,2003,"1267",6839,-0.586291476876454,-11.3742646216469,2.11723158455916e-24,1.37344812890353e-20
"chr1",3191219,3191876,-0.357324156634657,2.5012690964426,1117,3427,3433,7,9,0,0,0,0,"PRDM16","NM_022114","inside intron","inside",205477,"inside intron",-30517,3,17,"5' UTR","+",369443,29059,"63976",43256,-0.449579630166846,-7.9101881685084,8.50314937181976e-14,5.51599299749948e-10
"chr6",25137864,25138951,0.35603282614648,2.49222978302536,157120,150375,150381,7,7,0,0,0,0,"CMAHP","NR_002174","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,2,7,"5' UTR","-",30419,6599,"8418",54105,-0.67657087061822,-14.4398023321942,1.02995312367166e-34,6.68130591325808e-31
"chr7",50861418,50861967,-0.164600706579028,2.46901059868542,171265,192408,192422,15,25,0,0,0,0,"GRB10","NM_001001549","promoter","promoter",259,NA,NA,NA,17,NA,"-",203399,81671,"2887",22040,0.0855454609783627,1.3493989867459,0.178439423257452,1
"chr13",79169714,79171679,-0.1542280610425,2.46764897667999,54019,320847,320862,16,16,0,0,0,0,"POU4F1","NM_006237","downstream","downstream",6016,NA,NA,NA,2,NA,"-",4465,1911,"5457",34666,0.00360305302589122,0.0566267907574784,0.954888088543195,1
"chr11",117747822,117748512,-0.223893716098888,2.46283087708777,39169,286787,286797,11,16,0,0,0,0,"FXYD6","NM_001164831","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,8,"5' UTR","-",40510,2974,"53826",34023,0.283976595620077,4.65466963390341,5.28878444175765e-06,0.0343083446736819
"chr4",77355817,77356507,-0.351513814483941,2.46059670138759,139911,113058,113064,7,7,0,0,0,0,"SHROOM3","NM_020859","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,11,"5' UTR","+",348152,343124,"57619",40503,-0.310309638888003,-5.1301456626965,5.84259746772257e-07,0.00379009297731163
"chr5",131592959,131593812,-0.223544797620874,2.45899277382962,150699,136018,136028,11,11,0,0,0,0,"PDLIM4","NM_001131027","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,6,"overlaps 5' UTR","+",15796,14360,"8572",56042,0.0774893955134244,1.22151432315798,0.223051233472456,1
"chr4",41880280,41881359,-0.30701907938957,2.45615263511656,138728,110557,110564,8,30,0,0,0,0,"TMEM33","NM_018126","upstream","upstream",55778,NA,NA,NA,7,NA,"+",25687,18714,"55161",36129,0.15913175416923,2.53323190403734,0.0119187958464536,1
"chr1",41847267,41849203,-0.244362796315835,2.44362796315835,6730,16395,16404,10,10,0,0,0,0,"EDN2","NM_001302269","downstream","downstream",100671,NA,NA,NA,5,NA,"-",5428,1545,"1907",12105,0.15640482768246,2.48872344943106,0.0134771835302265,1
"chr7",42267269,42268072,-0.304716789998748,2.43773431998999,170601,190916,190923,8,8,0,0,0,0,"GLI3","NM_000168","inside intron","inside",8546,"inside intron",-4374,2,15,"5' UTR","-",276070,258924,"2737",20691,-0.764943360174054,-18.6649189208227,3.68980632750636e-49,2.39357736465338e-45
"chr10",130507705,130508478,-0.487460593626184,2.43730296813092,28631,259614,259618,5,7,0,0,0,0,"MKI67","NM_001145966","upstream","upstream",583237,NA,NA,NA,15,NA,"-",29543,26477,"4288",28734,-0.906325509476339,-33.7072623220943,1.41552880577512e-94,9.1825353630632e-91
"chr10",134859687,134860210,-0.345165318377261,2.41615722864083,29400,262155,262161,7,8,0,0,0,0,"ADGRA1","NM_001083909","upstream","upstream",24223,NA,NA,NA,16,NA,"+",60746,58582,"84435",54517,NA,NA,NA,NA
"chr17",40274524,40275126,-0.268200425915141,2.41380383323627,82779,388954,388962,9,10,0,0,0,0,"HSPB9","NM_033194","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,1,"overlaps 5' UTR","+",615,479,"94086",59615,-0.18751684762391,-3.0002793854512,0.00297228824920609,1
"chr16",85542816,85543698,-0.344807418859196,2.41365193201438,76483,372745,372751,7,8,0,0,0,0,"GSE1","NM_001134473","upstream","upstream",101331,NA,NA,NA,15,NA,"+",64783,23901,"23199",15772,-0.632449117715761,-12.8320341325552,3.01723915225333e-29,1.95728303806673e-25
"chr3",11610138,11610613,0.34361827478064,2.40532792346448,124738,80161,80167,7,7,0,0,0,0,"VGLL4","NM_001128219","inside intron","inside",151607,"inside intron",-3644,5,7,"inside transcription region","-",164676,112784,"9686",60650,0.362284842896038,6.10873533254902,3.85981958169625e-09,2.50386496264636e-05
"chr6",31702632,31704539,-0.18469191571467,2.40099490429071,158315,158265,158277,13,21,0,0,0,0,"CLIC1","NM_001287593","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,6,"overlaps 5' UTR","-",5983,5458,"1192",6017,-0.450186711975446,-7.92358227794454,7.80284998206973e-14,5.06170878336863e-10
"chr4",113332969,113333550,-0.342560816981237,2.39792571886866,141356,116160,116166,7,8,0,0,0,0,"ALPK1","NM_001102406","covers exon(s)","inside",29415,"covers exon(s)",0,2,12,"5' UTR","+",60210,14849,"80216",51755,-0.770226073495368,-18.9802510863409,3.18170260544845e-50,2.06397048015441e-46
"chr1",156046546,156047509,-0.398581847662017,2.3914910859721,12812,30811,30816,6,7,0,0,0,0,"MEX3A","NM_001093725","overlaps exon upstream","inside",4280,"overlaps exon upstream",0,2,2,"inside transcription region","-",9985,5424,"92312",58767,-0.944233667735601,-45.0679379349719,1.89661815059103e-121,1.2303361942884e-117
"chr1",20616951,20617456,-0.39851952267692,2.39111713606152,4054,9824,9829,6,8,0,0,0,0,"VWA5B1","NM_001039500","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,22,"5' UTR","+",63975,41307,"127731",6968,-0.369781047479798,-6.25492085356881,1.73013851404687e-09,1.12234085406221e-05
"chr5",77146197,77147141,-0.340819613658797,2.38573729561158,148521,131713,131719,7,7,0,0,0,0,"TBCA","NM_001297738","upstream","upstream",74012,NA,NA,NA,4,NA,"-",85190,84838,"6902",46361,-0.411852995960488,-7.10318329693804,1.28557236700389e-11,8.33950794475422e-08
"chr11",31835534,31837250,-0.216846549957252,2.38531204952977,32592,270898,270908,11,15,0,0,0,0,"PAX6","NM_000280","covers exon(s)","inside",2259,"covers exon(s)",0,1,14,"5' UTR","-",33169,16477,"5080",31284,-0.673829506545137,-14.3324539850199,2.39965436289423e-34,1.55665578520949e-30
"chr11",10715175,10715767,0.215976622881611,2.37574285169772,31456,268394,268404,11,13,0,0,0,0,"MRVI1","NM_001098579","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,20,"5' UTR","-",120897,117270,"10335",1967,-0.410074568048698,-7.06629417130647,1.60432668602889e-11,1.04072672122694e-07
"chr12",116996773,116997535,0.215779604610568,2.37357565071625,48755,308529,308539,11,11,0,0,0,0,"MAP1LC3B2","NM_001085481","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,2,"5' UTR","+",17239,377,"643246",43708,NA,NA,NA,NA
"chr12",111618925,111619455,-0.296549749111695,2.37239799289356,48266,307317,307324,8,8,0,0,0,0,"CUX2","NM_015267","inside intron","inside",81604,"inside intron",32548,3,8,"inside transcription region","+",195892,195811,"23316",16221,-0.480943958716142,-8.6211760376212,7.958807861037e-16,5.1628786594547e-12
"chr6",170571686,170572016,0.295793572917108,2.36634858333686,166724,180908,180915,8,10,0,0,0,0,"LOC154449","NR_002787","promoter","promoter",29,NA,NA,NA,3,NA,"-",8235,584,"154449",10027,NA,NA,NA,NA
"chr4",4763259,4763753,-0.337706810976038,2.36394767683227,136818,106446,106452,7,7,0,0,0,0,"MSX1","NM_002448","upstream","upstream",97639,NA,NA,NA,2,NA,"+",4268,3243,"4487",29459,-0.0531468760251447,-0.836450872067764,0.403706531206907,1
"chr16",89202571,89203153,-0.39396418748957,2.36378512493742,77585,375682,375687,6,7,0,0,0,0,"ACSF3","NM_001127214","inside intron","inside",42354,"inside intron",-2900,8,11,"inside transcription region","+",61954,53525,"197322",12345,-0.409447016665293,-7.0533003288987,1.7342115746224e-11,1.12498304845755e-07
"chr10",102890038,102891076,-0.213479954763136,2.3482795023945,26514,254751,254761,11,19,0,0,0,0,"TLX1","NM_001195517","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,3,"5' UTR","+",6485,5129,"3195",24048,-0.0859072031646378,-1.35514746336195,0.176603593893456,1
"chr3",42699933,42700678,0.260672999177051,2.34605699259346,126538,83793,83801,9,10,0,0,0,0,"ZBTB47","NM_145166","inside exon","inside",4757,"inside exon",0,2,6,"inside transcription region","+",13896,6242,"92999",59078,-0.227867867651275,-3.67798483921036,0.000288270624151801,1
"chr10",131213816,131214585,-0.29318334242873,2.34546673942984,28676,259736,259743,8,10,0,0,0,0,"MGMT","NM_002412","upstream","upstream",50869,NA,NA,NA,5,NA,"+",300329,299781,"4255",28586,0.813124171998974,21.9540682213457,4.51746803894269e-60,2.93048151686213e-56
"chr1",36786285,36788436,-0.233872370060832,2.33872370060832,6142,14932,14941,10,12,0,0,0,0,"SH3D21","NM_001162530","overlaps 3'","overlaps 3'",1613,"overlaps exon downstream",0,3,3,"overlaps 3'UTR","+",1727,1070,"79729",50620,0.39337465411996,6.724509656165,1.20596727996771e-10,7.8231097451505e-07
"chr18",72916012,72917943,-0.2596553925857,2.3368985332713,89965,408234,408242,9,9,0,0,0,0,"ZADH2","NM_175907","covers exon(s)","inside",3338,"covers exon(s)",0,2,2,"inside transcription region","-",12003,7642,"284273",21407,0.414151332178347,7.15100155462069,9.63683292263525e-12,6.25141351691349e-08
"chr6",29588168,29589798,0.155736071989766,2.33604107984649,157797,153302,153316,15,21,0,0,0,0,"GABBR1","NM_001470","covers exon(s)","inside",10364,"covers exon(s)",0,8,14,"inside transcription region","-",23784,23680,"2550",17800,-0.600966356343233,-11.8168786779966,7.41326943830509e-26,4.80898788462851e-22
